,EVF,Etiqueta
9802,ser asiapaguemos,False
9803,haber crear,True
9804,ser validar,False
9805,poder pertenecer,False
9806,estabamos llorar,False
9807,estan llorar,False
9808,haber apagar,False
9809,quitar colocar,False
9810,poder preguntar,False
9811,andar poner,False
9812,seguir dañar,False
9813,estar cumplir,False
9814,haber colocar,True
9815,haber vender,False
9816,sesionar saber,True
9817,estar rogar,True
9818,tener pasar,True
9819,haber quitar,True
9820,debio perder,False
9821,ser aqui,True
9822,poder entrenar,False
9823,poder manejar,True
9824,estar guindar,True
9825,ser caer,False
9826,ser asfixiar,True
9827,poder empeorar,True
9828,deber empeorar,False
9829,estan provocar,False
9830,estan pedir,False
9831,estan esperar,False
9832,dar trabajar,True
9833,estara hacer,True
9834,dejado oir,False
9835,deberia ir,False
9836,estaran reír,False
9837,estan cubrir,False
9838,haber sacar,True
9839,poder educarse,False
9840,querer saquear,False
9841,andar robar,False
9842,ser sacarle,False
9843,ser pedir,False
9844,jamas perdonar,False
9845,ir caminar,True
9846,querer mentar,False
9847,poder mentar,False
9848,estar gritar,True
9849,haber empezar,True
9850,dejarme dormir,False
9851,seguir mentar,True
9852,estaran mentar,False
9853,estar sacrificar,False
9854,querer curar,False
9855,haber mentar,False
9856,podiamos seguir,False
9857,logrado vencer,False
9858,estan salir,False
9859,podes dar,True
9860,andar huir,False
9861,haber equivocado,False
9862,poder identificar,False
9863,estar delantando,False
9864,haber enzarzar,True
9865,haber homenajear,False
9866,poder contrabandear,False
9867,seguir meter,False
9868,haber acreditar,False
9869,estar remar,True
9870,ser cobrar,False
9871,estan ver,False
9872,deber tener,False
9873,haber pedir,False
9874,haber proponer,False
9875,emigrar sentir,False
9876,estan normalizar,False
9877,terminar montar,True
9878,haber compartir,False
9879,andar hablar,False
9880,ser cserar,True
9881,estan joder,False
9882,ser elaborar,False
9883,seguir creer,False
9884,poder imaginar,True
9885,poder mejorar,True
9886,haber producir,False
9887,haber agravar,False
9888,hacer perder,False
9889,hacer pasar,True
9890,seguir tener,False
9891,ser retirar,False
9892,ser nombrar,False
9893,ir perder,False
9894,poder negar,True
9895,haber perder,False
9896,habernos dejar,False
9897,deje llevar,True
9898,ser educar,False
9899,deberiamos hacer,True
9900,estar llorar,False
9901,ser hugocuando,False
9902,poder continuar,False
9903,habia adelantar,False
9904,seguir avanzar,False
9905,poder gobernar,False
9906,estar declarar,True
9907,poder correr,False
9908,haber lograr,True
9909,haber levantar,True
9910,ser ejecutar,False
9911,estar entrenar,True
9912,andar agarrandar,False
9913,quedarte dormir,False
9914,habras agarrado,False
9915,haber cansar,True
9916,deber gustar,False
9917,deber ver,True
9918,ser recuperar,False
9919,deje ir,True
9920,estar pedir,False
9921,poder sacar,True
9922,dejar colgar,False
9923,poder agarrar,True
9924,estar contar,True
9925,estan chingar,False
9926,habia olvidar,False
9927,ir tener,False
9928,acabar meter,False
9929,ser absolver,True
9930,intentar superar,False
9931,ser adrede,True
9932,poder dirigir,False
9933,haber respetar,True
9934,ser silenciar,False
9935,haber meter,False
9936,haber quedar,True
9937,haber concertar,False
9938,haber llamar,True
9939,elegir andar,True
9940,estar impaktado,False
9941,ser gobernar,False
9942,querer pegar,False
9943,ser boludos,False
9944,seguir renegar,False
9945,ser damnificada,False
9946,podra compartir,False
9947,ser negar,False
9948,ser arrechera,False
9949,ser aburrir,True
9950,haber realizar,True
9951,ser mear,True
9952,aqui mear,False
9953,habian matar,False
9954,deber picar,False
9955,estar desayunar,False
9956,estar lanzar,True
9957,andar repartir,False
9958,haber teñir,False
9959,querer cambiar,False
9960,parecer ver,True
9961,chantajear imponer,False
9962,tratar asi,True
9963,haberte sacar,False
9964,poder regresar,True
9965,haber entender,False
9966,estar morir,False
9967,estar pilar,True
9968,estar mantener,True
9969,ser crecer,False
9970,estado pila,True
9971,estan exportar,False
9972,hemo salir,False
9973,ser mostrar,True
9974,estar poner,False
9975,estara poner,False
9976,estan poner,False
9977,dejar reproducir,False
9978,seguir dialogar,False
9979,ser salar,True
9980,comenzar atacar,False
9981,estar buscar,True
9982,andar festejar,False
9983,ver jugar,True
9984,haber encantar,True
9985,haber aportar,True
9986,estar empezar,True
9987,haber notar,True
9988,habia comprar,False
9989,habia votar,False
9990,poder ganar,False
9991,matar destruir,False
9992,haber venir,False
9993,haber pensar,True
9994,pretender optimizar,False
9995,seguir testeando,False
9996,seguir atacar,False
9997,hemo defender,False
9998,ser declarar,False
9999,haber sobrevivir,False
10000,ser provocado,False
10001,pasar echar,True
10002,deber disparar,False
10003,estar tomar,True
10004,estan protestar,False
10005,pasar quemar,True
10006,ser wevada,True
10007,traficar secuestrar,False
10008,ser sufrir,False
10009,deber calmar,False
10010,haber renunciar,False
10011,vivir chillar,False
10012,poder dialogar,False
10013,rt meter,False
10014,poder merecer,False
10015,deber tratar,False
10016,haber andar,True
10017,estan soltar,False
10018,ir poner,False
10019,seguir crecer,False
10020,deber sostener,False
10021,puesto hacer,True
10022,haber bañar,False
10023,segui decir,False
10024,dejar circular,False
10025,poder toma,False
10026,ser anunciar,False
10027,estar presentar,False
10028,hacerlo quedar,True
10029,habia llorar,False
10030,poder pensar,True
10031,poder quejar,True
10032,deberias tener,False
10033,podre contar,False
10034,trabajar hacerle,True
10035,ser darse,False
10036,twittear culpar,False
10037,ser procesar,True
10038,ir enredar,False
10039,poder desatar,False
10040,estan comer,False
10041,haber patear,True
10042,poder estan,False
10043,querer ganar,False
10044,haber pronunciar,False
10045,estan mascar,False
10046,deberia hacer,True
10047,poder demorar,False
10048,estan ocurrir,False
10049,venir pelar,False
10050,haber quebrar,True
10051,ser magistrado,False
10052,querer inmiscuirse,False
10053,querer sacar,True
10054,haber convertir,False
10055,deberia saltar,True
10056,andar pregonar,False
10057,hacer venir,False
10058,haber corresponder,False
10059,deber salir,False
10060,intentar calmar,False
10061,seguir resistiendovienen,False
10062,seguir robar,True
10063,ser expulsar,False
10064,haber robar,False
10065,estan tender,False
10066,ir tender,False
10067,estar tender,False
10068,haber tender,False
10069,ser confirmen,False
10070,deber hacer,True
10071,estar mirar,True
10072,ir suponer,False
10073,estar mentir,False
10074,querer volver,False
10075,venir querer,False
10076,poder echar,False
10077,andar echar,True
10078,haber haberblado,False
10079,estan voltear,False
10080,estar voltear,True
10081,amenazado dirigir,False
10082,haber causar,False
10083,haber voltear,True
10084,poder voltearte,False
10085,querer hacer,True
10086,poder llegar,True
10087,estar huir,False
10088,vivir tirar,True
10089,poder lavar,True
10090,pagarlo pagar,False
10091,tener gobernar,True
10092,seguir llegar,True
10093,estar llegar,True
10094,poder surtir,False
10095,poder comprar,True
10096,ir acostumbrar,False
10097,podran informar,False
10098,hemo recibir,False
10099,trabajar tomar,True
10100,estarse meter,False
10101,hacerlos sentir,False
10102,seguir exigir,False
10103,asi cubrir,False
10104,poder interrumpir,False
10105,estar fingir,False
10106,haber gustar,True
10107,querer matar,False
10108,ser oprimidos,False
10109,ser perseguir,False
10110,estan imponer,False
10111,hacerle creer,False
10112,hacer confiar,True
10113,estan putear,False
10114,hacer acordar,True
10115,estan destruir,False
10116,comenzar hablar,True
10117,poder cambiar,False
10118,deber asegurar,False
10119,ser irse,False
10120,ser reducir,False
10121,haber orientar,True
10122,habia desear,False
10123,ser traidas,True
10124,habia extrañar,False
10125,habia meter,False
10126,habia guardar,False
10127,encuentroduele escuchar,False
10128,estar envejecer,False
10129,sentirte todavia,False
10130,estar editar,True
10131,salir con eso a la calle,False
10132,estar en algo con un tipo,True
10133,estar en algo con una niña,True
10134,estar en algo con muchas personas,True
10135,trabajar en una de las empresa,False
10136,hablar con cualquiera en la calle,False
10137,llegar a uno de los capitulos,False
10138,perdonar lo precario de este comentario,False
10139,hacer el gracioso con la respuesta,True
10140,pasar el izquierdo para la oreja,True
10141,cy esta enajenada d la realidad,False
10142,ir a los medios a pedir cacao,False
10143,ir a la embajada a pedir cacao,False
10144,usar a su compañero para dar nota,False
10145,mandar a los demas a echar plomo,False
10146,salir a tu casa a comer tambien,False
10147,meter a las redes a hacer recomendaciones,False
10148,jajajaja por la viveza criolla,False
10149,ver a un chico guapo,False
10150,tener en la miseria mental,False
10151,hacer por tu salud mental,False
10152,arrecha de una manera increible,False
10153,llevar a otro lado despues,True
10154,beneficiar a su partido politico,False
10155,agredir a los periodistas manifestantes,False
10156,sumerge en un choque anafilactico,False
10157,saldran en las laminas escolares,True
10158,4esmad a las universidades patrocinadoras,False
10159,despertado a la bestia habra,False
10160,juramentar a la revista juridica,False
10161,publicar por este tuit homofobico,False
10162,estado en esa paraiso capitalista,False
10163,dejar con el corazon arrugado,False
10164,referir a una oposicion nacional,False
10165,venir para la dictadura ocss,False
10166,dejar a mi hija sola,False
10167,fio de los narices altas,True
10168,estar en una nebulosa tecnologica,True
10169,querer a un hijueputa feo,False
10170,dar a la clase media,False
10171,matar a los fascistas traidores,False
10172,someterlo a un proceso judicial,False
10173,defender a su hijo lacra,True
10174,suceder en estos municipios hediondos,False
10175,vivir en una sociedad falsa,False
10176,oir por unos bombillos ahorradores,False
10177,metiamos a una cueva estimado,False
10178,cantar de una manera preciosa,False
10179,ir con los deberes hechos,True
10180,hacer con su tono pasivo,False
10181,ayudar a sus amigos politicos,False
10182,dar por las ofertas engañosas,False
10183,leña para el monte bueno,True
10184,entregar a los monopolios gringos,False
10185,decir de la señora ataviada,False
10186,asco a las ratas oportunistas,False
10187,pillar a un tipo reincidente,False
10188,entrar a un presidente electo,False
10189,directv con sus aumentos arbitrarios,False
10190,creer a cualquier personaje buenos,False
10191,continuar con mi vida cotidiana,False
10192,ver en la necesidad d,False
10193,ver en esas horas dificiles,False
10194,patear a un quema policia,True
10195,colgar a sus aliados kurdos,False
10196,contar con un juguete sexual,False
10197,recordar a ese corrupto asesino,False
10198,tenia en esa camioneta pareciera,False
10199,desaparecer por el jardin izquierdo,True
10200,levantarse con el pie izquierdo,True
10201,levante con el pie izquierdo,True
10202,levantar con el pie izquierdo,True
10203,levantado con el pie izquierdo,True
10204,morir de la risa jajajaja,False
10205,jajaja con estas pilas desearia,True
10206,hacer por cada estado igual,False
10207,ir para la picha ish,False
10208,provocado por una fuerza extraña,False
10209,comer del mismo plato beduinos,True
10210,encarcelar a nuestro padre amado,False
10211,prendes con unos chetos tomas,False
10212,hacer en una superficie plana,False
10213,volveran a una nicaragua libre,False
10214,estar en el debate bueno,True
10215,caer en tus peos mentales,False
10216,andes en la selva atm,False
10217,velar por tus intereses abrazos,False
10218,leer a un titere barato,False
10219,dile a tus dueños corruptos,False
10220,pasar al otro lado despues,True
10221,comer en los centros hipicos,False
10222,poner a los borregospueblos ignorantes,False
10223,quedar con los crespos hechos,True
10224,justificar bajo ninguna circunstancia ojala,False
10225,decir de un militar grande,False
10226,entrar con un pasaporte italiano,False
10227,permitir a los bateadores rivales,False
10228,proiene de los malditos taurinos,False
10229,odiar a los manes perros,False
10230,dirigir bajo esos terminos buen,False
10231,hablar de las personas familiares,False
10232,dar en los cumpleaños ochenteros,False
10233,llorar con la canilla abierta,False
10234,buscar a otros pibes distintos,False
10235,meter a las filas arrogantes,False
10236,meter a la liga municipal,True
10237,poner a los alosexuales juntos,False
10238,exterminados por los cosacos rusos,False
10239,meter a tu abuela fascista,True
10240,decir por los dioses nuevos,False
10241,dormir con un ojo abierto,False
10242,cagar a las pibas pajeros,False
10243,luche por esos casos indivuduales,False
10244,bailar como pavo sin cabeza,True
10245,tú que clase de persona,False
10246,decir como parte del robo,False
